Fixtures,, , ,,,,,NIF,Collide,,On.
ID,NIF #,Textual Name,X,Y,Z,A,Scale,Collide,Radius,Animate,Ground,Flip,Cave, Unique Id
386,443,Pine#1,27904,8960,0,331,172,0,18,0,1,0,0,386
387,443,Pine#1,25728,10368,0,334,156,0,18,0,1,0,0,387
388,443,Pine#1,25600,8960,0,100,184,0,18,0,1,0,0,388
389,443,Pine#1,26624,5632,0,46,152,0,18,0,1,0,0,389
390,443,Pine#1,29184,7424,0,283,157,0,18,0,1,0,0,390
391,443,Pine#1,28160,6144,0,136,167,0,18,0,1,0,0,391
392,443,Pine#1,30464,8832,0,166,178,0,18,0,1,0,0,392
393,443,Pine#1,16640,22784,0,109,166,0,18,0,1,0,0,393
394,443,Pine#1,30720,10496,0,330,199,0,18,0,1,0,0,394
395,443,Pine#1,33664,11904,0,318,159,0,18,0,1,0,0,395
396,443,Pine#1,32000,10752,0,222,162,0,18,0,1,0,0,396
397,445,Pine#3,12288,18304,0,101,167,0,7,0,1,0,0,397
398,445,Pine#3,6912,19712,0,141,178,0,7,0,1,0,0,398
399,445,Pine#3,11008,19968,0,291,160,0,7,0,1,0,0,399
400,445,Pine#3,6272,23552,0,269,150,0,7,0,1,0,0,400
401,445,Pine#3,7680,25344,0,343,160,0,7,0,1,0,0,401
402,445,Pine#3,3584,25856,0,195,173,0,7,0,1,0,0,402
403,445,Pine#3,4864,25600,0,132,194,0,7,0,1,0,0,403
404,445,Pine#3,3584,26624,0,54,162,0,7,0,1,0,0,404
405,445,Pine#3,7680,29440,0,259,156,0,7,0,1,0,0,405
406,445,Pine#3,3328,29696,0,187,171,0,7,0,1,0,0,406
407,445,Pine#3,1280,30464,0,0,196,0,7,0,1,0,0,407
408,445,Pine#3,1024,27904,0,267,159,0,7,0,1,0,0,408
409,445,Pine#3,1024,21504,0,74,174,0,7,0,1,0,0,409
410,445,Pine#3,768,23552,0,199,178,0,7,0,1,0,0,410
411,445,Pine#3,1536,25088,0,347,168,0,7,0,1,0,0,411
412,445,Pine#3,2560,22400,0,321,156,0,7,0,1,0,0,412
413,445,Pine#3,3840,23552,0,226,173,0,7,0,1,0,0,413
414,445,Pine#3,1024,4352,0,4,192,0,7,0,1,0,0,414
415,445,Pine#3,768,6400,0,133,173,0,7,0,1,0,0,415
416,445,Pine#3,4096,6656,0,70,153,0,7,0,1,0,0,416
417,445,Pine#3,1408,7040,0,74,196,0,7,0,1,0,0,417
418,445,Pine#3,1792,13824,0,28,167,0,7,0,1,0,0,418
419,445,Pine#3,6656,17920,0,344,193,0,7,0,1,0,0,419
420,445,Pine#3,6144,14592,0,7,178,0,7,0,1,0,0,420
421,445,Pine#3,3968,14080,0,177,195,0,7,0,1,0,0,421
422,445,Pine#3,2176,20480,0,207,178,0,7,0,1,0,0,422
423,445,Pine#3,4864,17920,0,331,176,0,7,0,1,0,0,423
424,445,Pine#3,768,18432,0,61,154,0,7,0,1,0,0,424
425,445,Pine#3,11776,9472,0,168,150,0,7,0,1,0,0,425
426,445,Pine#3,11776,13312,0,93,154,0,7,0,1,0,0,426
427,445,Pine#3,18304,7168,0,146,176,0,7,0,1,0,0,427
428,445,Pine#3,8448,4096,0,116,177,0,7,0,1,0,0,428
429,445,Pine#3,6144,4096,0,243,151,0,7,0,1,0,0,429
430,445,Pine#3,9984,7168,0,118,188,0,7,0,1,0,0,430
431,445,Pine#3,9472,8704,0,36,183,0,7,0,1,0,0,431
432,445,Pine#3,6912,9984,0,123,174,0,7,0,1,0,0,432
433,445,Pine#3,11520,11776,0,36,153,0,7,0,1,0,0,433
434,445,Pine#3,9472,13056,0,234,160,0,7,0,1,0,0,434
435,445,Pine#3,14080,14848,0,180,190,0,7,0,1,0,0,435
436,445,Pine#3,16384,15360,0,167,167,0,7,0,1,0,0,436
437,445,Pine#3,21760,18176,0,336,163,0,7,0,1,0,0,437
438,445,Pine#3,15616,19968,0,337,161,0,7,0,1,0,0,438
439,445,Pine#3,14592,18432,0,96,199,0,7,0,1,0,0,439
440,445,Pine#3,13824,19968,0,151,183,0,7,0,1,0,0,440
441,445,Pine#3,14848,22784,0,88,174,0,7,0,1,0,0,441
442,445,Pine#3,18176,25088,0,253,166,0,7,0,1,0,0,442
443,445,Pine#3,16128,25856,0,45,167,0,7,0,1,0,0,443
444,445,Pine#3,18944,19072,0,105,162,0,7,0,1,0,0,444
445,445,Pine#3,18432,22272,0,209,167,0,7,0,1,0,0,445
446,445,Pine#3,20992,19712,0,59,197,0,7,0,1,0,0,446
447,445,Pine#3,24576,17920,0,17,198,0,7,0,1,0,0,447
448,445,Pine#3,23040,18688,0,156,152,0,7,0,1,0,0,448
449,445,Pine#3,25216,19584,0,125,155,0,7,0,1,0,0,449
450,445,Pine#3,27392,24832,0,22,173,0,7,0,1,0,0,450
451,445,Pine#3,23808,23296,0,359,191,0,7,0,1,0,0,451
452,445,Pine#3,22784,25088,0,52,181,0,7,0,1,0,0,452
453,445,Pine#3,10496,16896,0,32,174,0,7,0,1,0,0,453
454,445,Pine#3,11776,28928,0,59,193,0,7,0,1,0,0,454
455,445,Pine#3,1024,32384,0,255,196,0,7,0,1,0,0,455
456,445,Pine#3,1024,31488,0,82,170,0,7,0,1,0,0,456
457,445,Pine#3,17920,29696,0,227,165,0,7,0,1,0,0,457
458,445,Pine#3,12032,24832,0,342,185,0,7,0,1,0,0,458
459,445,Pine#3,29952,31488,0,91,175,0,7,0,1,0,0,459
460,445,Pine#3,27648,32000,0,137,166,0,7,0,1,0,0,460
461,445,Pine#3,27520,29952,0,76,179,0,7,0,1,0,0,461
462,445,Pine#3,28160,26624,0,308,155,0,7,0,1,0,0,462
463,445,Pine#3,24576,26880,0,196,189,0,7,0,1,0,0,463
464,445,Pine#3,26112,26368,0,250,183,0,7,0,1,0,0,464
465,445,Pine#3,16896,13952,0,132,176,0,7,0,1,0,0,465
466,445,Pine#3,14336,14080,0,222,153,0,7,0,1,0,0,466
467,445,Pine#3,12288,14848,0,251,184,0,7,0,1,0,0,467
468,445,Pine#3,11520,4096,0,224,178,0,7,0,1,0,0,468
469,445,Pine#3,19968,3584,0,232,161,0,7,0,1,0,0,469
470,445,Pine#3,30720,3840,0,117,162,0,7,0,1,0,0,470
471,445,Pine#3,25856,6144,0,72,185,0,7,0,1,0,0,471
472,445,Pine#3,22784,6912,0,101,166,0,7,0,1,0,0,472
473,445,Pine#3,7168,5376,0,137,195,0,7,0,1,0,0,473
474,445,Pine#3,19584,7168,0,208,195,0,7,0,1,0,0,474
475,445,Pine#3,10112,10880,0,62,157,0,7,0,1,0,0,475
476,445,Pine#3,7552,8320,0,75,184,0,7,0,1,0,0,476
477,444,Pine#2,1024,16384,0,60,175,0,15,0,1,0,0,477
478,444,Pine#2,3072,12288,0,72,190,0,15,0,1,0,0,478
479,444,Pine#2,1280,10496,0,44,188,0,15,0,1,0,0,479
480,444,Pine#2,3712,8192,0,100,197,0,15,0,1,0,0,480
481,444,Pine#2,6656,20480,0,107,168,0,15,0,1,0,0,481
482,444,Pine#2,3840,19712,0,36,183,0,15,0,1,0,0,482
483,444,Pine#2,5376,28160,0,6,193,0,15,0,1,0,0,483
484,444,Pine#2,3840,30720,0,170,178,0,15,0,1,0,0,484
485,444,Pine#2,10240,20224,0,41,198,0,15,0,1,0,0,485
486,444,Pine#2,24960,10112,0,341,192,0,15,0,1,0,0,486
487,444,Pine#2,20224,9472,0,306,183,0,15,0,1,0,0,487
488,444,Pine#2,19712,11392,0,96,184,0,15,0,1,0,0,488
489,444,Pine#2,15872,11776,0,10,192,0,15,0,1,0,0,489
490,444,Pine#2,15488,12672,0,204,189,0,15,0,1,0,0,490
491,444,Pine#2,12800,11264,0,132,196,0,15,0,1,0,0,491
492,443,Pine#1,5888,11008,0,87,173,0,18,0,1,0,0,492
493,443,Pine#1,5376,7168,0,265,155,0,18,0,1,0,0,493
494,443,Pine#1,4864,4608,0,143,190,0,18,0,1,0,0,494
495,443,Pine#1,14336,11008,0,178,195,0,18,0,1,0,0,495
496,443,Pine#1,10496,13056,0,130,180,0,18,0,1,0,0,496
497,443,Pine#1,8704,19712,0,8,174,0,18,0,1,0,0,497
498,443,Pine#1,17408,17920,0,272,198,0,18,0,1,0,0,498
499,443,Pine#1,6912,16640,0,225,177,0,18,0,1,0,0,499
500,443,Pine#1,4864,14080,0,59,180,0,18,0,1,0,0,500
501,443,Pine#1,2816,17664,0,212,183,0,18,0,1,0,0,501
502,443,Pine#1,128,15360,0,349,152,0,18,0,1,0,0,502
503,443,Pine#1,3584,10496,0,358,168,0,18,0,1,0,0,503
504,443,Pine#1,1536,5376,0,283,185,0,18,0,1,0,0,504
505,443,Pine#1,15360,4864,0,269,155,0,18,0,1,0,0,505
506,443,Pine#1,22528,3584,0,137,175,0,18,0,1,0,0,506
507,443,Pine#1,21248,4864,0,246,156,0,18,0,1,0,0,507
508,443,Pine#1,25856,4096,0,6,187,0,18,0,1,0,0,508
509,443,Pine#1,33664,7936,0,338,176,0,18,0,1,0,0,509
510,443,Pine#1,16768,20096,0,65,194,0,18,0,1,0,0,510
511,443,Pine#1,19712,18944,0,223,152,0,18,0,1,0,0,511
512,443,Pine#1,23040,22016,0,20,180,0,18,0,1,0,0,512
513,443,Pine#1,24320,19968,0,28,165,0,18,0,1,0,0,513
514,443,Pine#1,26880,23680,0,104,182,0,18,0,1,0,0,514
515,443,Pine#1,29056,30720,0,156,154,0,18,0,1,0,0,515
516,443,Pine#1,25344,27904,0,74,155,0,18,0,1,0,0,516
517,443,Pine#1,19968,29184,0,358,158,0,18,0,1,0,0,517
518,443,Pine#1,13824,29184,0,324,152,0,18,0,1,0,0,518
519,443,Pine#1,13440,15360,0,76,151,0,18,0,1,0,0,519
520,445,Pine#3,27392,11776,0,175,174,0,7,0,1,0,0,520
521,445,Pine#3,28160,11008,0,188,160,0,7,0,1,0,0,521
522,445,Pine#3,27648,7424,0,351,177,0,7,0,1,0,0,522
523,445,Pine#3,29696,5632,0,28,150,0,7,0,1,0,0,523
524,445,Pine#3,29184,8704,0,7,165,0,7,0,1,0,0,524
525,445,Pine#3,9472,45056,0,185,170,0,7,0,1,0,0,525
526,445,Pine#3,6912,44672,0,271,193,0,7,0,1,0,0,526
527,445,Pine#3,2816,41216,0,249,157,0,7,0,1,0,0,527
528,445,Pine#3,1792,39168,0,163,192,0,7,0,1,0,0,528
529,445,Pine#3,6656,60672,0,286,155,0,7,0,1,0,0,529
530,445,Pine#3,896,60032,0,318,155,0,7,0,1,0,0,530
531,445,Pine#3,1792,63488,0,198,172,0,7,0,1,0,0,531
532,445,Pine#3,3328,60416,0,23,155,0,7,0,1,0,0,532
533,445,Pine#3,4352,58624,0,338,157,0,7,0,1,0,0,533
534,445,Pine#3,3840,55040,0,219,162,0,7,0,1,0,0,534
535,445,Pine#3,4352,54016,0,108,177,0,7,0,1,0,0,535
536,445,Pine#3,4608,51968,0,323,156,0,7,0,1,0,0,536
537,445,Pine#3,1536,51712,0,357,160,0,7,0,1,0,0,537
538,445,Pine#3,2304,47616,0,279,188,0,7,0,1,0,0,538
539,445,Pine#3,4608,46848,0,285,188,0,7,0,1,0,0,539
540,445,Pine#3,20608,48768,0,243,198,0,7,0,1,0,0,540
541,445,Pine#3,22016,47616,0,340,165,0,7,0,1,0,0,541
542,445,Pine#3,20224,46336,0,280,199,0,7,0,1,0,0,542
543,445,Pine#3,22272,49024,0,32,157,0,7,0,1,0,0,543
544,445,Pine#3,22784,48128,0,222,158,0,7,0,1,0,0,544
545,445,Pine#3,25600,47616,0,64,197,0,7,0,1,0,0,545
546,445,Pine#3,24576,56064,0,66,175,0,7,0,1,0,0,546
547,445,Pine#3,25088,54272,0,97,186,0,7,0,1,0,0,547
548,445,Pine#3,22784,56320,0,59,182,0,7,0,1,0,0,548
549,445,Pine#3,29952,59392,0,263,195,0,7,0,1,0,0,549
550,445,Pine#3,29696,57088,0,185,169,0,7,0,1,0,0,550
551,445,Pine#3,28416,60928,0,86,192,0,7,0,1,0,0,551
552,445,Pine#3,26368,60672,0,215,171,0,7,0,1,0,0,552
553,445,Pine#3,25344,62720,0,193,153,0,7,0,1,0,0,553
554,445,Pine#3,22016,62464,0,240,170,0,7,0,1,0,0,554
555,445,Pine#3,17408,60928,0,91,179,0,7,0,1,0,0,555
556,445,Pine#3,6784,59392,0,136,173,0,7,0,1,0,0,556
557,445,Pine#3,8576,59904,0,148,169,0,7,0,1,0,0,557
558,445,Pine#3,10496,63232,0,125,162,0,7,0,1,0,0,558
559,445,Pine#3,4608,64896,0,158,174,0,7,0,1,0,0,559
560,445,Pine#3,8832,64896,0,198,162,0,7,0,1,0,0,560
561,445,Pine#3,9216,61184,0,344,175,0,7,0,1,0,0,561
562,445,Pine#3,8960,59392,0,106,173,0,7,0,1,0,0,562
563,445,Pine#3,7424,62464,0,59,168,0,7,0,1,0,0,563
564,445,Pine#3,9216,43264,0,324,178,0,7,0,1,0,0,564
565,445,Pine#3,7424,43520,0,140,199,0,7,0,1,0,0,565
566,445,Pine#3,3584,43264,0,158,192,0,7,0,1,0,0,566
567,445,Pine#3,1536,35712,0,98,175,0,7,0,1,0,0,567
568,445,Pine#3,6528,28800,0,28,169,0,7,0,1,0,0,568
569,445,Pine#3,1536,36864,0,88,198,0,7,0,1,0,0,569
570,445,Pine#3,1280,41472,0,346,154,0,7,0,1,0,0,570
571,445,Pine#3,768,44288,0,36,174,0,7,0,1,0,0,571
572,445,Pine#3,2048,44800,0,192,150,0,7,0,1,0,0,572
573,445,Pine#3,30464,45056,0,281,184,0,7,0,1,0,0,573
574,445,Pine#3,30720,42496,0,21,153,0,7,0,1,0,0,574
575,445,Pine#3,30976,39936,0,201,150,0,7,0,1,0,0,575
576,445,Pine#3,32256,35584,0,90,168,0,7,0,1,0,0,576
577,445,Pine#3,29952,38912,0,208,152,0,7,0,1,0,0,577
578,445,Pine#3,30720,37632,0,288,156,0,7,0,1,0,0,578
579,445,Pine#3,27136,37632,0,357,171,0,7,0,1,0,0,579
580,445,Pine#3,25600,36864,0,221,160,0,7,0,1,0,0,580
581,445,Pine#3,31360,33920,0,258,160,0,7,0,1,0,0,581
582,445,Pine#3,27904,34048,0,274,181,0,7,0,1,0,0,582
583,445,Pine#3,24832,33792,0,295,176,0,7,0,1,0,0,583
584,445,Pine#3,21760,34560,0,297,162,0,7,0,1,0,0,584
585,445,Pine#3,21504,35584,0,329,193,0,7,0,1,0,0,585
586,445,Pine#3,19584,44288,0,190,183,0,7,0,1,0,0,586
587,445,Pine#3,21248,44800,0,73,171,0,7,0,1,0,0,587
588,445,Pine#3,23936,62336,0,163,171,0,7,0,1,0,0,588
589,445,Pine#3,31360,59904,0,258,175,0,7,0,1,0,0,589
590,445,Pine#3,19584,65024,0,352,156,0,7,0,1,0,0,590
591,445,Pine#3,19456,61952,0,187,176,0,7,0,1,0,0,591
592,445,Pine#3,15104,58112,0,258,182,0,7,0,1,0,0,592
593,445,Pine#3,15744,59520,0,94,178,0,7,0,1,0,0,593
594,445,Pine#3,2816,65152,0,283,157,0,7,0,1,0,0,594
595,445,Pine#3,5888,58112,0,263,191,0,7,0,1,0,0,595
596,445,Pine#3,30336,61056,0,235,185,0,7,0,1,0,0,596
597,444,Pine#2,28928,55296,0,49,173,0,15,0,1,0,0,597
598,444,Pine#2,3968,56448,0,94,166,0,15,0,1,0,0,598
599,444,Pine#2,5632,52480,0,206,161,0,15,0,1,0,0,599
600,444,Pine#2,2560,52864,0,102,194,0,15,0,1,0,0,600
601,444,Pine#2,1280,57728,0,38,193,0,15,0,1,0,0,601
602,444,Pine#2,768,55040,0,219,184,0,15,0,1,0,0,602
603,444,Pine#2,1792,61696,0,242,162,0,15,0,1,0,0,603
604,444,Pine#2,3840,47616,0,175,183,0,15,0,1,0,0,604
605,444,Pine#2,3328,46976,0,184,156,0,15,0,1,0,0,605
606,444,Pine#2,768,39424,0,238,151,0,15,0,1,0,0,606
607,444,Pine#2,2304,35456,0,210,173,0,15,0,1,0,0,607
608,444,Pine#2,12032,41472,0,302,185,0,15,0,1,0,0,608
609,444,Pine#2,10880,42112,0,307,175,0,15,0,1,0,0,609
610,444,Pine#2,4992,42624,0,260,174,0,15,0,1,0,0,610
611,444,Pine#2,8704,45568,0,209,172,0,15,0,1,0,0,611
612,444,Pine#2,28672,40704,0,112,181,0,15,0,1,0,0,612
613,444,Pine#2,28416,43520,0,321,179,0,15,0,1,0,0,613
614,444,Pine#2,23808,38400,0,65,195,0,15,0,1,0,0,614
615,444,Pine#2,30720,36352,0,135,185,0,15,0,1,0,0,615
616,444,Pine#2,32000,38656,0,316,196,0,15,0,1,0,0,616
617,444,Pine#2,31744,46592,0,21,158,0,15,0,1,0,0,617
618,444,Pine#2,31488,49920,0,353,164,0,15,0,1,0,0,618
619,444,Pine#2,29440,49408,0,286,178,0,15,0,1,0,0,619
620,443,Pine#1,28160,49408,0,326,154,0,18,0,1,0,0,620
621,443,Pine#1,27136,47360,0,92,182,0,18,0,1,0,0,621
622,443,Pine#1,31744,47872,0,32,164,0,18,0,1,0,0,622
623,443,Pine#1,31488,43520,0,87,182,0,18,0,1,0,0,623
624,443,Pine#1,31872,42112,0,191,162,0,18,0,1,0,0,624
625,443,Pine#1,25088,35840,0,342,180,0,18,0,1,0,0,625
626,443,Pine#1,5888,44032,0,234,165,0,18,0,1,0,0,626
627,443,Pine#1,1536,48640,0,339,167,0,18,0,1,0,0,627
628,443,Pine#1,2048,49664,0,307,196,0,18,0,1,0,0,628
629,443,Pine#1,2048,38144,0,322,199,0,18,0,1,0,0,629
630,443,Pine#1,1792,33408,0,130,160,0,18,0,1,0,0,630
631,443,Pine#1,9984,27904,0,346,189,0,18,0,1,0,0,631
632,443,Pine#1,1152,37376,0,263,169,0,18,0,1,0,0,632
633,443,Pine#1,15232,46080,0,320,158,0,18,0,1,0,0,633
634,443,Pine#1,17152,40192,0,47,190,0,18,0,1,0,0,634
635,443,Pine#1,19200,41216,0,343,161,0,18,0,1,0,0,635
636,443,Pine#1,16896,45568,0,260,199,0,18,0,1,0,0,636
637,443,Pine#1,7168,56576,0,253,166,0,18,0,1,0,0,637
638,443,Pine#1,48640,56832,0,65,159,0,18,0,1,0,0,638
639,443,Pine#1,52480,51584,0,244,176,0,18,0,1,0,0,639
640,443,Pine#1,56320,53248,0,337,193,0,18,0,1,0,0,640
641,443,Pine#1,54784,58368,0,5,163,0,18,0,1,0,0,641
642,443,Pine#1,50944,57088,0,172,175,0,18,0,1,0,0,642
643,443,Pine#1,54016,54528,0,188,194,0,18,0,1,0,0,643
644,443,Pine#1,45312,54784,0,267,164,0,18,0,1,0,0,644
645,443,Pine#1,38656,52096,0,262,192,0,18,0,1,0,0,645
646,443,Pine#1,41984,58368,0,294,171,0,18,0,1,0,0,646
647,443,Pine#1,41984,55552,0,336,167,0,18,0,1,0,0,647
648,443,Pine#1,43520,52736,0,300,172,0,18,0,1,0,0,648
649,443,Pine#1,60160,35584,0,353,176,0,18,0,1,0,0,649
650,443,Pine#1,57472,32896,0,147,184,0,18,0,1,0,0,650
651,443,Pine#1,59136,31488,0,307,182,0,18,0,1,0,0,651
652,443,Pine#1,58880,29952,0,128,171,0,18,0,1,0,0,652
653,443,Pine#1,61952,32768,0,174,186,0,18,0,1,0,0,653
654,443,Pine#1,61952,36608,0,130,199,0,18,0,1,0,0,654
655,443,Pine#1,61952,40192,0,37,172,0,18,0,1,0,0,655
656,443,Pine#1,52992,36992,0,290,156,0,18,0,1,0,0,656
657,443,Pine#1,58624,37376,0,261,174,0,18,0,1,0,0,657
658,443,Pine#1,54784,39680,0,13,196,0,18,0,1,0,0,658
659,443,Pine#1,63360,42624,0,196,199,0,18,0,1,0,0,659
660,443,Pine#1,60160,55040,0,293,181,0,18,0,1,0,0,660
661,444,Pine#2,39936,52480,0,79,170,0,15,0,1,0,0,661
662,444,Pine#2,39680,56064,0,109,179,0,15,0,1,0,0,662
663,444,Pine#2,58112,53504,0,30,191,0,15,0,1,0,0,663
664,444,Pine#2,57600,56832,0,268,156,0,15,0,1,0,0,664
665,444,Pine#2,50176,58880,0,171,150,0,15,0,1,0,0,665
666,444,Pine#2,50688,53248,0,211,158,0,15,0,1,0,0,666
667,444,Pine#2,53504,56064,0,297,195,0,15,0,1,0,0,667
668,444,Pine#2,55040,38016,0,154,181,0,15,0,1,0,0,668
669,444,Pine#2,56704,39936,0,289,192,0,15,0,1,0,0,669
670,444,Pine#2,50432,38912,0,328,184,0,15,0,1,0,0,670
671,444,Pine#2,48128,42496,0,227,187,0,15,0,1,0,0,671
672,444,Pine#2,50560,42624,0,130,168,0,15,0,1,0,0,672
673,444,Pine#2,50688,43776,0,67,182,0,15,0,1,0,0,673
674,444,Pine#2,55936,34560,0,246,178,0,15,0,1,0,0,674
675,444,Pine#2,54272,27904,0,18,178,0,15,0,1,0,0,675
676,444,Pine#2,59648,28160,0,56,198,0,15,0,1,0,0,676
677,444,Pine#2,55808,28672,0,327,157,0,15,0,1,0,0,677
678,444,Pine#2,53888,31744,0,197,180,0,15,0,1,0,0,678
679,444,Pine#2,63488,31232,0,261,163,0,15,0,1,0,0,679
680,444,Pine#2,60416,30720,0,222,159,0,15,0,1,0,0,680
681,444,Pine#2,60928,38656,0,343,191,0,15,0,1,0,0,681
682,444,Pine#2,60416,43776,0,303,166,0,15,0,1,0,0,682
683,444,Pine#2,60160,46592,0,353,174,0,15,0,1,0,0,683
684,444,Pine#2,63488,44544,0,305,193,0,15,0,1,0,0,684
685,443,Pine#1,61952,52224,0,192,165,0,18,0,1,0,0,685
686,445,Pine#3,43520,55296,0,60,184,0,7,0,1,0,0,686
687,445,Pine#3,42752,53760,0,5,183,0,7,0,1,0,0,687
688,445,Pine#3,39936,55040,0,33,162,0,7,0,1,0,0,688
689,445,Pine#3,35328,53504,0,102,186,0,7,0,1,0,0,689
690,445,Pine#3,34816,51456,0,263,192,0,7,0,1,0,0,690
691,445,Pine#3,56576,36608,0,78,161,0,7,0,1,0,0,691
692,445,Pine#3,56320,38912,0,220,175,0,7,0,1,0,0,692
693,445,Pine#3,54144,35456,0,127,199,0,7,0,1,0,0,693
694,445,Pine#3,51712,38912,0,199,181,0,7,0,1,0,0,694
695,445,Pine#3,46848,41728,0,44,184,0,7,0,1,0,0,695
696,445,Pine#3,46848,40192,0,107,195,0,7,0,1,0,0,696
697,445,Pine#3,46336,34048,0,195,162,0,7,0,1,0,0,697
698,445,Pine#3,45696,34304,0,223,153,0,7,0,1,0,0,698
699,445,Pine#3,38400,40960,0,171,197,0,7,0,1,0,0,699
700,445,Pine#3,37888,41984,0,92,184,0,7,0,1,0,0,700
701,445,Pine#3,36224,42880,0,19,172,0,7,0,1,0,0,701
702,445,Pine#3,36480,44800,0,278,181,0,7,0,1,0,0,702
703,445,Pine#3,40448,45056,0,11,170,0,7,0,1,0,0,703
704,445,Pine#3,32640,58752,0,55,163,0,7,0,1,0,0,704
705,445,Pine#3,42368,52480,0,119,174,0,7,0,1,0,0,705
706,445,Pine#3,52736,58624,0,248,193,0,7,0,1,0,0,706
707,445,Pine#3,51456,53760,0,49,176,0,7,0,1,0,0,707
708,445,Pine#3,61696,43008,0,225,197,0,7,0,1,0,0,708
709,445,Pine#3,63616,37504,0,246,156,0,7,0,1,0,0,709
710,445,Pine#3,60160,34304,0,187,168,0,7,0,1,0,0,710
711,445,Pine#3,59392,41472,0,172,171,0,7,0,1,0,0,711
712,445,Pine#3,54016,50944,0,116,157,0,7,0,1,0,0,712
713,445,Pine#3,54016,52736,0,289,160,0,7,0,1,0,0,713
714,445,Pine#3,56320,54784,0,178,180,0,7,0,1,0,0,714
715,445,Pine#3,56064,58112,0,152,157,0,7,0,1,0,0,715
716,445,Pine#3,64512,47360,0,4,173,0,7,0,1,0,0,716
717,445,Pine#3,61184,40960,0,48,168,0,7,0,1,0,0,717
718,445,Pine#3,53248,41728,0,174,183,0,7,0,1,0,0,718
719,445,Pine#3,56064,41728,0,126,186,0,7,0,1,0,0,719
720,445,Pine#3,57344,29952,0,187,174,0,7,0,1,0,0,720
721,445,Pine#3,54528,29824,0,44,157,0,7,0,1,0,0,721
722,445,Pine#3,51072,29440,0,96,192,0,7,0,1,0,0,722
723,445,Pine#3,49920,41728,0,322,152,0,7,0,1,0,0,723
724,445,Pine#3,48896,39552,0,166,197,0,7,0,1,0,0,724
725,445,Pine#3,45824,48896,0,148,156,0,7,0,1,0,0,725
726,445,Pine#3,48256,50304,0,288,185,0,7,0,1,0,0,726
727,445,Pine#3,59904,53504,0,3,175,0,7,0,1,0,0,727
728,445,Pine#3,58112,56320,0,358,178,0,7,0,1,0,0,728
729,445,Pine#3,60160,55808,0,281,199,0,7,0,1,0,0,729
730,445,Pine#3,58880,57600,0,122,179,0,7,0,1,0,0,730
731,445,Pine#3,59648,47872,0,303,170,0,7,0,1,0,0,731
732,445,Pine#3,56832,49408,0,81,163,0,7,0,1,0,0,732
733,445,Pine#3,56064,45312,0,33,174,0,7,0,1,0,0,733
734,445,Pine#3,54528,47232,0,123,171,0,7,0,1,0,0,734
735,445,Pine#3,54272,44288,0,245,194,0,7,0,1,0,0,735
736,445,Pine#3,54272,44288,0,286,152,0,7,0,1,0,0,736
737,445,Pine#3,58368,34816,0,351,191,0,7,0,1,0,0,737
738,445,Pine#3,52480,9600,0,160,157,0,7,0,1,0,0,738
739,445,Pine#3,51968,14848,0,201,188,0,7,0,1,0,0,739
740,445,Pine#3,56832,21760,0,29,180,0,7,0,1,0,0,740
741,445,Pine#3,55552,19968,0,209,164,0,7,0,1,0,0,741
742,445,Pine#3,54528,18176,0,32,179,0,7,0,1,0,0,742
743,445,Pine#3,54528,16640,0,316,198,0,7,0,1,0,0,743
744,445,Pine#3,49280,18304,0,108,150,0,7,0,1,0,0,744
745,445,Pine#3,47104,13056,0,353,164,0,7,0,1,0,0,745
746,445,Pine#3,49152,12544,0,61,164,0,7,0,1,0,0,746
747,445,Pine#3,49920,12288,0,289,176,0,7,0,1,0,0,747
748,445,Pine#3,50432,13824,0,250,186,0,7,0,1,0,0,748
749,445,Pine#3,61184,10240,0,230,174,0,7,0,1,0,0,749
750,445,Pine#3,62976,10752,0,199,174,0,7,0,1,0,0,750
751,445,Pine#3,55808,10240,0,240,186,0,7,0,1,0,0,751
752,445,Pine#3,50944,10496,0,137,166,0,7,0,1,0,0,752
753,445,Pine#3,48128,7680,0,208,187,0,7,0,1,0,0,753
754,445,Pine#3,50688,9728,0,128,192,0,7,0,1,0,0,754
755,445,Pine#3,46848,11648,0,47,195,0,7,0,1,0,0,755
756,445,Pine#3,39424,22272,0,36,164,0,7,0,1,0,0,756
757,445,Pine#3,38784,18304,0,230,186,0,7,0,1,0,0,757
758,445,Pine#3,38400,22016,0,65,172,0,7,0,1,0,0,758
759,445,Pine#3,39168,24576,0,76,193,0,7,0,1,0,0,759
760,445,Pine#3,44032,22528,0,349,190,0,7,0,1,0,0,760
761,445,Pine#3,48128,22016,0,139,185,0,7,0,1,0,0,761
762,445,Pine#3,42752,19968,0,116,180,0,7,0,1,0,0,762
763,445,Pine#3,43264,21632,0,108,158,0,7,0,1,0,0,763
764,445,Pine#3,38912,18944,0,337,196,0,7,0,1,0,0,764
765,445,Pine#3,38656,19968,0,5,155,0,7,0,1,0,0,765
766,445,Pine#3,45440,21376,0,224,176,0,7,0,1,0,0,766
767,445,Pine#3,42112,21376,0,336,162,0,7,0,1,0,0,767
768,445,Pine#3,61952,12288,0,114,157,0,7,0,1,0,0,768
769,445,Pine#3,58624,24832,0,69,154,0,7,0,1,0,0,769
770,445,Pine#3,53504,22784,0,152,170,0,7,0,1,0,0,770
771,445,Pine#3,51968,17152,0,210,154,0,7,0,1,0,0,771
